ref_pmid,ref_nct_number,ref_primary_nct_number,ref_primary_nct_source,ref_is_pubmed_clinical_trial,ref_publication_types,ref_nct_source,ref_is_primary_nct_for_pmid,ref_nct_order_in_pmid
31167051,NCT00032487,NCT00032487,databank,False,Journal Article;Observational Study,databank,True,1
31171876,NCT01656642,NCT01656642,databank,True,"Clinical Trial, Phase I;Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",databank,True,1
31171879,NCT02130466,NCT02130466,abstract,True,"Clinical Trial, Phase I;Clinical Trial, Phase II;Journal Article;Multicenter Study;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",abstract,True,1
31188726,NCT02178579,NCT02178579,databank,True,Journal Article;Multicenter Study;Observational Study,databank,True,1
31196156,NCT02713347,NCT02713347,databank,True,Clinical Trial Protocol;Journal Article,databank,True,1
31215837,NCT02147626,NCT02147626,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
31228771,NCT03674307,NCT03674307,databank,True,"Clinical Trial Protocol;Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
31238700,NCT00991029,NCT00991029,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
31238713,NCT01732822,NCT01732822,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
31264950,NCT00844220,NCT00844220,databank,True,"Comparative Study;Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
31307505,NCT03052660,NCT03052660,databank,True,Clinical Trial Protocol;Journal Article,databank,True,1
31314050,NCT00202878,NCT00202878,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
31342057,NCT03048643,NCT03048643,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
31355878,NCT01198496,NCT01198496,databank,False,Journal Article,databank,True,1
31358597,NCT00512109,NCT00512109,databank,False,Journal Article,databank,True,1
31371114,NCT02295176,NCT02295176,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
31378084,NCT03193138,NCT03193138,databank,False,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
31475297,NCT03955952,NCT03955952,databank,False,Journal Article,databank,True,1
31475793,NCT02642419,NCT02642419,databank,True,"Comparative Study;Equivalence Trial;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
31475794,NCT01920711,NCT01920711,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
31476260,NCT01920698,NCT01920698,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
31479209,NCT01761786,NCT01761786,databank,True,"Equivalence Trial;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
31504093,NCT00959075,NCT00959075,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
31542526,NCT01173341,NCT01173341,databank,False,"Comparative Study;Journal Article;Observational Study;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
31549577,NCT02354352,NCT02354352,databank,True,"Comparative Study;Equivalence Trial;Journal Article;Multicenter Study;Research Support, N.I.H., Extramural",databank,True,1
31553469,NCT01406691,NCT01406691,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
31564189,NCT02231398,NCT02231398,databank,True,"Journal Article;Multicenter Study;Observational Study;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
31577396,NCT01994772,NCT01994772,databank,True,"Comparative Study;Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
31589281,NCT03600389,NCT03600389,databank,False,Journal Article;Comment,databank,True,1
31623764,NCT01149590,NCT01149590,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
31722151,NCT03335800,NCT03335800,databank,True,"Journal Article;Pragmatic Clinical Trial;Research Support, Non-U.S. Gov't",databank,True,1
31733140,NCT02551094,NCT02551094,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
31742630,NCT03019367,NCT03019367,databank,True,"Equivalence Trial;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
31771997,NCT01418248,NCT01418248,databank,False,"Journal Article;Research Support, N.I.H., Extramural",databank,True,1
31774950,NCT03719586,NCT03719586,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, U.S. Gov't, P.H.S.",databank,True,1
31806127,NCT01002911,NCT01002911,databank,True,"Clinical Trial;Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",databank,True,1
31870461,NCT03558646,NCT03558646,databank,True,Journal Article;Multicenter Study,databank,True,1
31893580,NCT03070782,NCT03070782,databank,True,"Clinical Trial, Phase II;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
31924562,NCT01394952,NCT01394952,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
31937137,NCT01219842,NCT01219842,databank,True,"Comparative Study;Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
32006647,NCT01049737,NCT01049737,databank,False,Journal Article,databank,True,1
32007169,NCT01891058,NCT01891058,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
32008915,NCT03466359,NCT03466359,databank,True,"Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",databank,True,1
32008915,NCT02588469,NCT03466359,databank,True,"Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",databank,False,2
32008915,NCT01358773,NCT03466359,databank,True,"Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",databank,False,3
32078683,NCT03340493,NCT03340493,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
32081240,NCT02392351,NCT02392351,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
32093506,NCT03037710,NCT03037710,databank,True,"Journal Article;Multicenter Study;Observational Study;Research Support, U.S. Gov't, Non-P.H.S.",databank,True,1
32212933,NCT02111538,NCT02111538,databank,True,Clinical Trial;Journal Article,databank,True,1
32223112,NCT03045406,NCT03045406,databank,True,"Equivalence Trial;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
32227755,NCT01471522,NCT01471522,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
32227756,NCT01985360,NCT01985360,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
32234463,NCT02701283,NCT02701283,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
32234534,NCT02439749,NCT02439749,databank,True,Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
32236533,NCT04239209,NCT04239209,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Video-Audio Media",databank,True,1
32334703,NCT02317198,NCT02317198,databank,True,"Comparative Study;Equivalence Trial;Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
32418493,NCT04036799,NCT04036799,databank,True,"Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",databank,True,1
32428430,NCT02344576,NCT02344576,databank,False,Journal Article,databank,True,1
32436455,NCT01776424,NCT01776424,databank,True,"Clinical Trial;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
32466879,NCT03442764,NCT03442764,databank,True,"Clinical Trial, Phase II;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
32516805,NCT01852123,NCT01852123,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
32524857,NCT02150603,NCT02150603,databank,False,"Journal Article;Observational Study;Research Support, Non-U.S. Gov't",databank,True,1
32527396,NCT01534299,NCT01534299,databank,True,"Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",databank,True,1
32586153,NCT02126202,NCT02126202,databank,True,Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
32674792,NCT01379573,NCT01379573,databank,True,"Clinical Trial, Phase II;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
32687741,NCT01944800,NCT01944800,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
32703245,NCT03767517,NCT03767517,databank,True,Clinical Trial Protocol;Journal Article,databank,True,1
32707340,NCT01174550,NCT01174550,databank,False,"Journal Article;Research Support, N.I.H., Extramural",databank,True,1
32730613,NCT02505425,NCT02505425,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
32736826,NCT03979222,NCT03979222,databank,True,Journal Article;Multicenter Study;Observational Study,databank,True,1
32753395,NCT02056964,NCT02056964,databank,True,Journal Article;Multicenter Study,databank,True,1
32757521,NCT01296022,NCT01296022,databank,True,"Comparative Study;Equivalence Trial;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
32800842,NCT03459807,NCT03459807,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
32811386,NCT02536378,NCT02536378,databank,True,Journal Article;Multicenter Study,databank,True,1
32814465,NCT01477359,NCT01477359,databank,True,"Clinical Trial;Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",databank,True,1
32827219,NCT00000611,NCT00000611,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,True,1
32827219,NCT02062424,NCT00000611,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,2
32827219,NCT00692536,NCT00000611,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,3
32827219,NCT01954472,NCT00000611,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,4
32827219,NCT01005498,NCT00000611,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,5
32827219,NCT01634841,NCT00000611,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,6
32827219,NCT03354377,NCT00000611,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,7
32846061,NCT03157128,NCT03157128,databank,True,"Clinical Trial, Phase I;Clinical Trial, Phase II;Journal Article;Multicenter Study;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
32865375,NCT01288352,NCT01288352,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
32883871,NCT01593696,NCT01593696,databank,False,"Journal Article;Research Support, N.I.H., Intramural;Research Support, Non-U.S. Gov't",databank,True,1
32901302,NCT03533348,NCT03533348,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
32958495,NCT04315948,NCT04315948,databank,True,"Clinical Trial Protocol;Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
33000470,NCT00124969,NCT00124969,databank,False,Journal Article;Meta-Analysis;Systematic Review,databank,True,1
33000470,NCT02228408,NCT00124969,databank,False,Journal Article;Meta-Analysis;Systematic Review,databank,False,2
33000470,NCT01394770,NCT00124969,databank,False,Journal Article;Meta-Analysis;Systematic Review,databank,False,3
33026892,NCT04358029,NCT04358029,databank,False,Comparative Study;Journal Article,databank,True,1
33031789,NCT03218787,NCT03218787,databank,True,"Clinical Trial Protocol;Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
33031789,NCT03815175,NCT03218787,databank,True,"Clinical Trial Protocol;Journal Article;Research Support, Non-U.S. Gov't",databank,False,2
33031789,NCT03355742,NCT03218787,databank,True,"Clinical Trial Protocol;Journal Article;Research Support, Non-U.S. Gov't",databank,False,3
33052404,NCT03694678,NCT03694678,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
33078867,NCT01764633,NCT01764633,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,True,1
33078867,NCT01984424,NCT01764633,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,2
33078867,NCT01813422,NCT01764633,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,3
33078867,NCT02642159,NCT01764633,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,4
33078867,NCT02585778,NCT01764633,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,5
33078867,NCT02107898,NCT01764633,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,6
33078867,NCT02289963,NCT01764633,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,7
33078867,NCT01663402,NCT01764633,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,8
33078867,NCT01854918,NCT01764633,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,9
33078867,NCT02729025,NCT01764633,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,10
33078867,NCT02207634,NCT01764633,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,11
33078867,NCT02392559,NCT01764633,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,12
33078867,NCT01624142,NCT01764633,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,13
33078867,NCT02833844,NCT01764633,databank,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,14
33103603,NCT03533179,NCT03533179,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
33185990,NCT02929329,NCT02929329,databank,True,"Clinical Trial, Phase III;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
33190147,NCT02104817,NCT02104817,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
33191769,NCT02905357,NCT02905357,databank,True,"Journal Article;Multicenter Study;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
33197395,NCT02937454,NCT02937454,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
33200891,NCT03315143,NCT03315143,databank,True,"Clinical Trial, Phase III;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
33201741,NCT03334188,NCT03334188,databank,False,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
33213729,NCT01737528,NCT01737528,databank,False,Journal Article;Review,databank,True,1
33251914,NCT04045665,NCT04045665,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
33264556,NCT04315948,NCT04315948,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
33301246,NCT04368728,NCT04368728,databank,True,"Clinical Trial, Phase II;Clinical Trial, Phase III;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
33378609,NCT04470427,NCT04470427,databank,True,"Clinical Trial, Phase III;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
33422263,NCT04338009,NCT04338009,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
33428358,NCT04367454,NCT04367454,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
33453391,NCT03705156,NCT03705156,databank,True,"Clinical Trial, Phase III;Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
33464336,NCT04364893,NCT04364893,databank,True,Journal Article;Multicenter Study;Pragmatic Clinical Trial;Randomized Controlled Trial,databank,True,1
33478712,NCT02277990,NCT02277990,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
33484897,NCT03749499,NCT03749499,databank,True,"Journal Article;Research Support, N.I.H., Extramural;Clinical Trial Protocol",databank,True,1
33524462,NCT04371744,NCT04371744,databank,False,Journal Article;Observational Study,databank,True,1
33617781,NCT04340921,NCT04340921,databank,False,"Letter;Research Support, Non-U.S. Gov't",databank,True,1
33748842,NCT03443115,NCT03443115,databank,False,"Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
33749610,NCT04028557,NCT04028557,databank,False,Journal Article,databank,True,1
33821898,NCT02538900,NCT02538900,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
33839076,NCT03541603,NCT03541603,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
33843946,NCT04181294,NCT04181294,databank,False,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
33878341,NCT03069716,NCT03069716,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
33957242,NCT02439749,NCT02439749,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
33958795,NCT04000087,NCT04000087,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
33985364,NCT00468923,NCT00468923,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
33989711,NCT01985360,NCT01985360,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
33999133,NCT04251273,NCT04251273,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
33999544,NCT02196038,NCT02196038,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
33999547,NCT01561651,NCT01561651,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
34004177,NCT03470545,NCT03470545,databank,True,"Clinical Trial, Phase III;Journal Article;Multicenter Study;Randomized Controlled Trial",databank,True,1
34010611,NCT02649426,NCT02649426,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
34056913,NCT00463294,NCT00463294,databank,True,"Journal Article;Multicenter Study;Observational Study;Research Support, Non-U.S. Gov't",databank,True,1
34097856,NCT04394377,NCT04394377,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
34118197,NCT03037385,NCT03037385,databank,True,"Clinical Trial, Phase I;Clinical Trial, Phase II;Journal Article;Multicenter Study;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
34133859,NCT02908308,NCT02908308,databank,True,"Comparative Study;Equivalence Trial;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
34176288,NCT02333240,NCT02333240,databank,False,"Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
34192431,NCT03201965,NCT03201965,databank,True,"Clinical Trial, Phase III;Comparative Study;Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
34313687,NCT03035474,NCT03035474,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
34351721,NCT04372589,NCT04372589,databank,True,Comparative Study;Journal Article;Multicenter Study;Pragmatic Clinical Trial;Randomized Controlled Trial,databank,True,1
34351721,NCT04505774,NCT04372589,databank,True,Comparative Study;Journal Article;Multicenter Study;Pragmatic Clinical Trial;Randomized Controlled Trial,databank,False,2
34351721,NCT04359277,NCT04372589,databank,True,Comparative Study;Journal Article;Multicenter Study;Pragmatic Clinical Trial;Randomized Controlled Trial,databank,False,3
34351721,NCT02735707,NCT04372589,databank,True,Comparative Study;Journal Article;Multicenter Study;Pragmatic Clinical Trial;Randomized Controlled Trial,databank,False,4
34351722,NCT02735707,NCT02735707,databank,True,Comparative Study;Journal Article;Multicenter Study;Pragmatic Clinical Trial;Randomized Controlled Trial,databank,True,1
34351722,NCT04505774,NCT02735707,databank,True,Comparative Study;Journal Article;Multicenter Study;Pragmatic Clinical Trial;Randomized Controlled Trial,databank,False,2
34351722,NCT04359277,NCT02735707,databank,True,Comparative Study;Journal Article;Multicenter Study;Pragmatic Clinical Trial;Randomized Controlled Trial,databank,False,3
34351722,NCT04372589,NCT02735707,databank,True,Comparative Study;Journal Article;Multicenter Study;Pragmatic Clinical Trial;Randomized Controlled Trial,databank,False,4
34396175,NCT02241291,NCT02241291,databank,False,Journal Article,databank,True,1
34433763,NCT02649426,NCT02649426,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
34448866,NCT02793895,NCT02793895,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
34449189,NCT03057951,NCT03057951,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
34455857,NCT02304276,NCT02304276,databank,True,"Journal Article;Multicenter Study;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
34459211,NCT02831608,NCT02831608,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
34459569,NCT02092090,NCT02092090,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
34469764,NCT01593553,NCT01593553,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
34474735,NCT02439749,NCT02439749,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
34491661,NCT03015311,NCT03015311,databank,True,"Comparative Study;Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
34556856,NCT01912534,NCT01912534,databank,True,"Clinical Trial, Phase II;Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
34654905,NCT02918305,NCT02918305,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
34662890,NCT02295475,NCT02295475,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
34687654,NCT03779841,NCT03779841,databank,True,"Journal Article;Research Support, Non-U.S. Gov't;Clinical Trial Protocol",databank,True,1
34739197,NCT02841280,NCT02841280,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
34741536,NCT02584192,NCT02584192,databank,False,"Journal Article;Research Support, Non-U.S. Gov't;Systematic Review",databank,True,1
34741536,NCT02778165,NCT02584192,databank,False,"Journal Article;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,2
34741536,NCT03415841,NCT02584192,databank,False,"Journal Article;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,3
34741536,NCT03704025,NCT02584192,databank,False,"Journal Article;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,4
34741536,NCT04271566,NCT02584192,databank,False,"Journal Article;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,5
34741536,NCT04294940,NCT02584192,databank,False,"Journal Article;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,6
34741536,NCT04313777,NCT02584192,databank,False,"Journal Article;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,7
34741536,NCT04330560,NCT02584192,databank,False,"Journal Article;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,8
34741536,NCT04407624,NCT02584192,databank,False,"Journal Article;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,9
34741536,NCT04409210,NCT02584192,databank,False,"Journal Article;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,10
34741536,NCT04441086,NCT02584192,databank,False,"Journal Article;Research Support, Non-U.S. Gov't;Systematic Review",databank,False,11
34758252,NCT02924727,NCT02924727,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
34788416,NCT03039712,NCT03039712,databank,False,"Journal Article;Observational Study;Research Support, Non-U.S. Gov't",databank,True,1
34788640,NCT02875405,NCT02875405,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
34817540,NCT03438968,NCT03438968,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
34921756,NCT04662684,NCT04662684,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
34971579,NCT02560935,NCT02560935,databank,True,"Clinical Trial, Phase III;Journal Article;Multicenter Study;Randomized Controlled Trial",databank,True,1
34998740,NCT04601415,NCT04601415,databank,True,"Journal Article;Multicenter Study;Observational Study;Research Support, Non-U.S. Gov't",databank,True,1
35033495,NCT04073875,NCT04073875,databank,False,"Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
35137493,NCT03518021,NCT03518021,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
35189692,NCT00000611,NCT00000611,databank,True,"Clinical Trial;Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
35363951,NCT02299414,NCT02299414,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
35373003,NCT03327909,NCT03327909,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
35385798,NCT04514458,NCT04514458,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural",databank,True,1
35442393,NCT03311230,NCT03311230,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
35503346,NCT03334149,NCT03334149,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
35699705,NCT02360631,NCT02360631,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
35768575,NCT04854421,NCT04854421,databank,False,Journal Article,databank,True,1
35835491,NCT04682483,NCT04682483,databank,False,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural",databank,True,1
